round_dir	species	reference	foliage	photo_width_over_height	still_width_over_height	photo_crown_base	still_crown_base	photo_occupied	still_occupied	photo_outline_deviation	still_outline_deviation	photo_centre_mean	still_centre_mean	still_sha256	pair_sha256
round24-birch-bark	silver-birch	S-WHOLE	leaf-on	0.8461	0.9049	0.0800	0.1862	0.4426	0.4250	0.2189	0.1180	83.0000	68.9000	09b798d9fc4a0a9d76a1c06cad9e1b451f94a7b6758c37029f22ba1cb95589f2	8aa21cf624d42abe08e471029677c2c052a8382e79882aa3d3b5fc1dc66c4a31
round25-birch-leaf	silver-birch	S-BARE	hidden	0.7018	0.6690	0.1500	0.1960	0.4587	0.4878	0.1676	0.1041	91.3000	86.9000	f2b372c3d70054c040a062d66d46322bef8bcda52deecdd423477393b1d5cc7d	3b5b94b903f990559e5ee2854c69d0164461d65220eff067a2c3b2003260e7f2
round25-birch-leaf	silver-birch	S-BARK	hidden	1.0675	1.3347	1.0000	0.0000	0.4708	0.3602	0.1311	0.4943	92.4000	136.1000	ad26129b19ddb35c1e4f214cc716930aa1b13726a29393518b83396935c5f3e0	60e8f793df4a6506581fdd7e579a49a325a4cab568c5a6a6a07bb28032e901a3
round25-birch-leaf	silver-birch	S-WHOLE	leaf-on	0.8461	0.9049	0.0800	0.1904	0.4426	0.4253	0.2189	0.1179	83.0000	70.8000	3b45c46fdec959105d01685727b28ed2380915b64c78e735e3542a32b1626e57	65c3e7f0eabda412a9bfeef26e92f0270af41a8d26276a9fa12bbc13c1df3961
round25-birch-leaf	silver-birch	S-LEAF	leaf											7ccca41a4664bb715ec5066f1ba94d7de40ad74059d8ec02e0b7176080fc1a14	a9aae2c6b34cd90682345a98a8b587721c403c6660eeed606925528683cab28d
round25-birch-leaf	silver-birch	S-SHOOT	leaf											7ccca41a4664bb715ec5066f1ba94d7de40ad74059d8ec02e0b7176080fc1a14	f8507bba3d97af5b1ed233615288a365bac0b75b3ef50f26d412227195c9dd00
round26-birch-crown	silver-birch	S-WHOLE	leaf-on	0.8461	0.9139	0.0800	0.1967	0.4426	0.4508	0.2189	0.1052	83.0000	82.2000	2745f4c37a4410236f2adfb0d6b0c3903c7312bd8a15872ef8e58d4c35293d1e	42e02ef154e9b6506c54454678316cd8abde2f856a257ef1eaf89d26d1e9142f
round26-birch-crown	silver-birch	S-BARE	hidden	0.7018	0.6667	0.1500	0.2321	0.4587	0.4974	0.1676	0.0914	91.3000	102.9000	246aa0c58eae50300ec5be6520aca8a854cf97506eb5c86f581c7ede7c29be68	2d72dcda76f3f7446d676da504a3ccc7db77c8185fe4f2ba89a8b6ffae4b614a
round26-birch-crown	silver-birch	S-BARK	hidden	1.0675	1.2868	1.0000	0.0000	0.4708	0.3487	0.1311	0.4944	92.4000	132.9000	67d8000c31f2272ef242b3f78f622213522fabf6020834f6ad6ddc614248edbb	7ee87ed7145f974844a200c0705235de663a0d6546a69cf2d3290a485944e4f6
round26-birch-crown	silver-birch	S-LEAF	leaf											7ccca41a4664bb715ec5066f1ba94d7de40ad74059d8ec02e0b7176080fc1a14	a9aae2c6b34cd90682345a98a8b587721c403c6660eeed606925528683cab28d
round26-birch-crown	silver-birch	S-SHOOT	leaf											7ccca41a4664bb715ec5066f1ba94d7de40ad74059d8ec02e0b7176080fc1a14	f8507bba3d97af5b1ed233615288a365bac0b75b3ef50f26d412227195c9dd00
round26-birch-crown	silver-birch	S-FORK	hidden											cee99ba273553073b0efe0817800c01a904af4eda14c9d74023b6e81ecf1883b	
round26-birch-crown	silver-birch	S-UNDER	leaf-on											ec6b32a66eb82c58f1b861fe52d8877c5bb9f04246f31dde355a4636d2795f1d	
